movieId,title,genres,tmdbId
2011,Back to the Future Part II (1989),Adventure|Comedy|Sci-Fi,165
2012,Back to the Future Part III (1990),Adventure|Comedy|Sci-Fi|Western,196
2018,Bambi (1942),Animation|Children|Drama,3170
2019,Seven Samurai (Shichinin no samurai) (1954),Action|Adventure|Drama,346
2020,Dangerous Liaisons (1988),Drama|Romance,859
2022,"Last Temptation of Christ, The (1988)",Drama,11051
2025,Lolita (1997),Drama|Romance,9769
2028,Saving Private Ryan (1998),Action|Drama|War,857
2058,"Negotiator, The (1998)",Action|Crime|Drama|Mystery|Thriller,9631
2064,Roger & Me (1989),Documentary,1779
2065,"Purple Rose of Cairo, The (1985)",Comedy|Drama|Fantasy|Romance,10849
2067,Doctor Zhivago (1965),Drama|Romance|War,907
2100,Splash (1984),Comedy|Fantasy|Romance,2619
2109,"Jerk, The (1979)",Comedy,6471
2115,Indiana Jones and the Temple of Doom (1984),Action|Adventure|Fantasy,87
2124,"Addams Family, The (1991)",Children|Comedy|Fantasy,2907
2125,Ever After: A Cinderella Story (1998),Comedy|Drama|Romance,9454
2150,"Gods Must Be Crazy, The (1980)",Adventure|Comedy,8393
2161,"NeverEnding Story, The (1984)",Adventure|Children|Fantasy,34584
2166,Return to Paradise (1998),Crime|Drama|Romance|Thriller,10278
2174,Beetlejuice (1988),Comedy|Fantasy,4011
2194,"Untouchables, The (1987)",Action|Crime|Drama,117
2212,"Man Who Knew Too Much, The (1934)",Drama|Thriller,8208
2231,Rounders (1998),Drama,10220
2232,Cube (1997),Horror|Mystery|Sci-Fi|Thriller,431
2243,Broadcast News (1987),Comedy|Drama|Romance,12626
2245,Working Girl (1988),Comedy|Drama|Romance,3525
2247,Married to the Mob (1988),Comedy,2321
2268,"Few Good Men, A (1992)",Crime|Drama|Thriller,881
2278,Ronin (1998),Action|Crime|Thriller,8195
2282,Pecker (1998),Comedy|Drama,11855
2290,Stardust Memories (1980),Comedy|Drama,11337
2312,Children of a Lesser God (1986),Drama,1890
2313,"Elephant Man, The (1980)",Drama,1955
2324,Life Is Beautiful (La Vita è bella) (1997),Comedy|Drama|Romance|War,637
2329,American History X (1998),Crime|Drama,73
2336,Elizabeth (1998),Drama,4518
2348,Sid and Nancy (1986),Drama,14924
2352,"Big Chill, The (1983)",Comedy|Drama,12560
2353,Enemy of the State (1998),Action|Thriller,9798
2357,Central Station (Central do Brasil) (1998),Drama,666
2359,Waking Ned Devine (a.k.a. Waking Ned) (1998),Comedy,10162
2374,Gung Ho (1986),Comedy|Drama,13698
2384,Babe: Pig in the City (1998),Adventure|Children|Drama,9447
2396,Shakespeare in Love (1998),Comedy|Drama|Romance,1934
2402,Rambo: First Blood Part II (1985),Action|Adventure|Thriller,1369
2403,First Blood (Rambo: First Blood) (1982),Action|Adventure|Drama|Thriller,1368
2404,Rambo III (1988),Action|Adventure|Thriller|War,1370
2407,Cocoon (1985),Comedy|Sci-Fi,10328
2420,"Karate Kid, The (1984)",Drama,1885
2424,You've Got Mail (1998),Comedy|Romance,9489
2467,"Name of the Rose, The (Name der Rose, Der) (1986)",Crime|Drama|Mystery|Thriller,192
2468,Jumpin' Jack Flash (1986),Action|Comedy|Romance|Thriller,10945
2469,Peggy Sue Got Married (1986),Comedy|Drama,10013
2470,Crocodile Dundee (1986),Adventure|Comedy,9671
2471,Crocodile Dundee II (1988),Action|Adventure|Comedy,9396
2497,Message in a Bottle (1999),Romance,10207
2502,Office Space (1999),Comedy|Crime,1542
2520,Airport (1970),Drama,10671
2529,Planet of the Apes (1968),Action|Drama|Sci-Fi,871
2539,Analyze This (1999),Comedy,9535
2542,"Lock, Stock & Two Smoking Barrels (1998)",Comedy|Crime|Thriller,100
2571,"Matrix, The (1999)",Action|Sci-Fi|Thriller,603
2599,Election (1999),Comedy,9451
2605,Entrapment (1999),Crime|Thriller,1844
2616,Dick Tracy (1990),Action|Crime,8592
2617,"Mummy, The (1999)",Action|Adventure|Comedy|Fantasy|Horror|Thriller,564
2628,Star Wars: Episode I - The Phantom Menace (1999),Action|Adventure|Sci-Fi,1893
2640,Superman (1978),Action|Adventure|Sci-Fi,1924
2641,Superman II (1980),Action|Sci-Fi,8536
2642,Superman III (1983),Action|Adventure|Sci-Fi,9531
2643,Superman IV: The Quest for Peace (1987),Action|Adventure|Sci-Fi,11411
2683,Austin Powers: The Spy Who Shagged Me (1999),Action|Adventure|Comedy,817
2690,"Ideal Husband, An (1999)",Comedy|Romance,24137
2692,Run Lola Run (Lola rennt) (1998),Action|Crime,104
2694,Big Daddy (1999),Comedy,9032
2700,"South Park: Bigger, Longer and Uncut (1999)",Animation|Comedy|Musical,9473
2701,Wild Wild West (1999),Action|Comedy|Sci-Fi|Western,8487
2706,American Pie (1999),Comedy|Romance,2105
2710,"Blair Witch Project, The (1999)",Drama|Horror|Thriller,2667
2712,Eyes Wide Shut (1999),Drama|Mystery|Thriller,345
2716,Ghostbusters (a.k.a. Ghost Busters) (1984),Action|Comedy|Sci-Fi,620
2719,"Haunting, The (1999)",Horror|Thriller,11618
2723,Mystery Men (1999),Action|Comedy|Fantasy,9824
2724,Runaway Bride (1999),Comedy|Romance,4806
2731,"400 Blows, The (Les quatre cents coups) (1959)",Crime|Drama,147
2746,Little Shop of Horrors (1986),Comedy|Horror|Musical,10776
2747,"Little Shop of Horrors, The (1960)",Comedy|Horror,24452
2761,"Iron Giant, The (1999)",Adventure|Animation|Children|Drama|Sci-Fi,10386
2762,"Sixth Sense, The (1999)",Drama|Horror|Mystery,745
2779,Heaven Can Wait (1978),Comedy,12185
2791,Airplane! (1980),Comedy,813
2797,Big (1988),Comedy|Drama|Fantasy|Romance,2280
2808,Universal Soldier (1992),Action|Sci-Fi,9349
2816,Iron Eagle II (1988),Action|War,11955
2843,"Black Cat, White Cat (Crna macka, beli macor) (1998)",Comedy|Romance,1075
2858,American Beauty (1999),Drama|Romance,14
2882,Jakob the Liar (1999),Drama,2290
2890,Three Kings (1999),Action|Adventure|Comedy|Drama|War,6415
2916,Total Recall (1990),Action|Adventure|Sci-Fi|Thriller,861
2918,Ferris Bueller's Day Off (1986),Comedy,9377
2944,"Dirty Dozen, The (1967)",Action|Drama|War,1654
2947,Goldfinger (1964),Action|Adventure|Thriller,658
2948,From Russia with Love (1963),Action|Adventure|Thriller,657
2959,Fight Club (1999),Action|Crime|Drama|Thriller,550
2966,"Straight Story, The (1999)",Adventure|Drama,404
2968,Time Bandits (1981),Adventure|Comedy|Fantasy|Sci-Fi,36819
2973,Crimes and Misdemeanors (1989),Comedy|Crime|Drama,11562
2985,RoboCop (1987),Action|Crime|Drama|Sci-Fi|Thriller,5548
2987,Who Framed Roger Rabbit? (1988),Adventure|Animation|Children|Comedy|Crime|Fantasy|Mystery,856
2997,Being John Malkovich (1999),Comedy|Drama|Fantasy,492
3030,Yojimbo (1961),Action|Adventure,11878
3033,Spaceballs (1987),Comedy|Sci-Fi,957
3034,Robin Hood (1973),Adventure|Animation|Children|Comedy|Musical,11886
3039,Trading Places (1983),Comedy,1621
3072,Moonstruck (1987),Comedy|Romance,2039
3078,Liberty Heights (1999),Drama,27141
3079,Mansfield Park (1999),Comedy|Drama|Romance,10399
3081,Sleepy Hollow (1999),Fantasy|Horror|Mystery|Romance,2668
3083,All About My Mother (Todo sobre mi madre) (1999),Drama,99
3088,Harvey (1950),Comedy|Fantasy,11787
3101,Fatal Attraction (1987),Drama|Thriller,10998
3105,Awakenings (1990),Drama|Mystery,11005
3114,Toy Story 2 (1999),Adventure|Animation|Children|Comedy|Fantasy,863
3147,"Green Mile, The (1999)",Crime|Drama,497
3148,"Cider House Rules, The (1999)",Drama,1715
3159,Fantasia 2000 (1999),Animation|Children|Musical|IMAX,49948
3210,Fast Times at Ridgemont High (1982),Comedy|Drama|Romance,13342
3247,Sister Act (1992),Comedy|Crime,2005
3248,Sister Act 2: Back in the Habit (1993),Comedy,6279
3252,Scent of a Woman (1992),Drama,9475
3253,Wayne's World (1992),Comedy,8872
3262,Twin Peaks: Fire Walk with Me (1992),Crime|Drama|Mystery|Thriller,1923
3265,Hard-Boiled (Lat sau san taam) (1992),Action|Crime|Drama|Thriller,11782
3275,"Boondock Saints, The (2000)",Action|Crime|Drama|Thriller,8374
3285,"Beach, The (2000)",Adventure|Drama,1907
3328,Ghost Dog: The Way of the Samurai (1999),Crime|Drama,4816
3392,She-Devil (1989),Comedy,11157
3404,Titanic (1953),Action|Drama,16535
3408,Erin Brockovich (2000),Drama,462
3409,Final Destination (2000),Drama|Thriller,9532
3438,Teenage Mutant Ninja Turtles (1990),Action|Children|Comedy|Fantasy|Sci-Fi,1498
3448,"Good Morning, Vietnam (1987)",Comedy|Drama|War,801
3481,High Fidelity (2000),Comedy|Drama|Romance,243
3489,Hook (1991),Adventure|Comedy|Fantasy,879
3499,Misery (1990),Drama|Horror|Thriller,1700
3510,Frequency (2000),Drama|Thriller,10559
3512,Return to Me (2000),Drama|Romance,2621
3527,Predator (1987),Action|Sci-Fi|Thriller,106
3535,American Psycho (2000),Crime|Horror|Mystery|Thriller,1359
3551,Marathon Man (1976),Crime|Drama|Thriller,10518
3578,Gladiator (2000),Action|Adventure|Drama,98
3581,Human Traffic (1999),Comedy,11129
3623,Mission: Impossible II (2000),Action|Adventure|Thriller,955
3671,Blazing Saddles (1974),Comedy|Western,11072
3676,Eraserhead (1977),Drama|Horror,985
3697,Predator 2 (1990),Action|Sci-Fi|Thriller,169
3698,"Running Man, The (1987)",Action|Sci-Fi,865
3699,Starman (1984),Adventure|Drama|Romance|Sci-Fi,9663
3740,Big Trouble in Little China (1986),Action|Adventure|Comedy|Fantasy,6978
3751,Chicken Run (2000),Animation|Children|Comedy,7443
3753,"Patriot, The (2000)",Action|Drama|War,2024
3755,"Perfect Storm, The (2000)",Drama|Thriller,2133
3793,X-Men (2000),Action|Adventure|Sci-Fi,36657
3826,Hollow Man (2000),Horror|Sci-Fi|Thriller,9383
3836,Kelly's Heroes (1970),Action|Comedy|War,11589
3897,Almost Famous (2000),Drama,786
3948,Meet the Parents (2000),Comedy,1597
3949,Requiem for a Dream (2000),Drama,641
3967,Billy Elliot (2000),Drama,71
3972,"Legend of Drunken Master, The (Jui kuen II) (1994)",Action|Comedy,12207
3977,Charlie's Angels (2000),Action|Comedy,4327
3980,Men of Honor (2000),Drama,11978
3983,You Can Count on Me (2000),Drama|Romance,14295
3994,Unbreakable (2000),Drama|Sci-Fi,9741
3996,"Crouching Tiger, Hidden Dragon (Wo hu cang long) (2000)",Action|Drama|Romance,146
4002,"Planes, Trains & Automobiles (1987)",Comedy,2609
4011,Snatch (2000),Comedy|Crime|Thriller,107
4016,"Emperor's New Groove, The (2000)",Adventure|Animation|Children|Comedy|Fantasy,11688
4019,Finding Forrester (2000),Drama,711
4022,Cast Away (2000),Drama,8358
4025,Miss Congeniality (2000),Comedy|Crime,1493
4027,"O Brother, Where Art Thou? (2000)",Adventure|Comedy|Crime,134
4034,Traffic (2000),Crime|Drama|Thriller,1900
4041,"Officer and a Gentleman, An (1982)",Drama|Romance,2623
4055,Panic (2000),Drama,20637
4085,Beverly Hills Cop (1984),Action|Comedy|Crime|Drama,90
4187,Lilies of the Field (1963),Drama,38805
4200,Double Impact (1991),Action,9594
4226,Memento (2000),Mystery|Thriller,77
4239,Blow (2001),Crime|Drama,4133
4246,Bridget Jones's Diary (2001),Comedy|Drama|Romance,634
4270,"Mummy Returns, The (2001)",Action|Adventure|Comedy|Thriller,1734
4306,Shrek (2001),Adventure|Animation|Children|Comedy|Fantasy|Romance,808
4310,Pearl Harbor (2001),Action|Drama|Romance|War,676
4326,Mississippi Burning (1988),Crime|Drama|Thriller,1632
4327,"Magnificent Seven, The (1960)",Adventure|Western,966
4361,Tootsie (1982),Comedy|Romance,9576
4447,Legally Blonde (2001),Comedy|Romance,8835
4562,Without a Clue (1988),Comedy|Mystery,12582
4571,Bill & Ted's Excellent Adventure (1989),Adventure|Comedy|Sci-Fi,1648
4613,K-9 (1989),Action|Comedy|Crime,10345
4614,Kickboxer (1989),Action,10222
4638,Jurassic Park III (2001),Action|Adventure|Sci-Fi|Thriller,331
4643,Planet of the Apes (2001),Action|Adventure|Drama|Sci-Fi,869
4661,Sea of Love (1989),Crime|Drama|Thriller,12150
4673,Tango & Cash (1989),Action|Comedy|Crime|Thriller,9618
4678,UHF (1989),Comedy,11959
4681,"War of the Roses, The (1989)",Comedy|Drama,249
4700,"Princess Diaries, The (2001)",Children|Comedy|Romance,9880
4718,American Pie 2 (2001),Comedy,2770
4799,"It's a Mad, Mad, Mad, Mad World (1963)",Action|Adventure|Comedy|Crime,11576
4816,Zoolander (2001),Comedy,9398
4823,Serendipity (2001),Comedy|Romance,9778
4848,Mulholland Drive (2001),Crime|Drama|Film-Noir|Mystery|Thriller,1018
4874,K-PAX (2001),Drama|Fantasy|Mystery|Sci-Fi,167
4880,Life as a House (2001),Drama,11457
4881,"Man Who Wasn't There, The (2001)",Crime|Drama,10778
4886,"Monsters, Inc. (2001)",Adventure|Animation|Children|Comedy|Fantasy,585
4890,Shallow Hal (2001),Comedy|Fantasy|Romance,9889
4896,Harry Potter and the Sorcerer's Stone (a.k.a. Harry Potter and the Philosopher's Stone) (2001),Adventure|Children|Fantasy,671
4901,Spy Game (2001),Action|Crime|Drama|Thriller,1535
4963,Ocean's Eleven (2001),Crime|Thriller,161
4973,"Amelie (Fabuleux destin d'Amélie Poulain, Le) (2001)",Comedy|Romance,194
4975,Vanilla Sky (2001),Mystery|Romance|Sci-Fi|Thriller,1903
4979,"Royal Tenenbaums, The (2001)",Comedy|Drama,9428
4992,Kate & Leopold (2001),Comedy|Romance,11232
4993,"Lord of the Rings: The Fellowship of the Ring, The (2001)",Adventure|Fantasy,120
4995,"Beautiful Mind, A (2001)",Drama|Romance,453
5009,Ali (2001),Drama,8489
5010,Black Hawk Down (2001),Action|Drama|War,855
5013,Gosford Park (2001),Comedy|Drama|Mystery,5279
5025,Orange County (2002),Comedy,11857
5026,"Brotherhood of the Wolf (Pacte des loups, Le) (2001)",Action|Mystery|Thriller,6312
5027,Another 48 Hrs. (1990),Action|Comedy|Crime|Drama|Thriller,11595
5049,48 Hrs. (1982),Action|Comedy|Crime|Drama,150
5060,M*A*S*H (a.k.a. MASH) (1970),Comedy|Drama|War,651
5064,The Count of Monte Cristo (2002),Action|Adventure|Drama|Thriller,11362
5074,Storytelling (2001),Comedy|Drama,16550
5218,Ice Age (2002),Adventure|Animation|Children|Comedy,425
5266,Panic Room (2002),Thriller,4547
5291,Rashomon (Rashômon) (1950),Crime|Drama|Mystery,548
5294,Frailty (2001),Crime|Drama|Thriller,12149
5299,My Big Fat Greek Wedding (2002),Comedy|Romance,8346
5349,Spider-Man (2002),Action|Adventure|Sci-Fi|Thriller,557
5377,About a Boy (2002),Comedy|Drama|Romance,245
5378,Star Wars: Episode II - Attack of the Clones (2002),Action|Adventure|Sci-Fi|IMAX,1894
5380,"Importance of Being Earnest, The (2002)",Comedy|Drama|Romance,9026
5388,Insomnia (2002),Action|Crime|Drama|Mystery|Thriller,320
5414,Bad Company (2002),Action|Comedy|Crime,3132
5418,"Bourne Identity, The (2002)",Action|Mystery|Thriller,2501
5438,Men at Work (1990),Action|Comedy,10169
5445,Minority Report (2002),Action|Crime|Mystery|Sci-Fi|Thriller,180
5459,Men in Black II (a.k.a. MIIB) (a.k.a. MIB 2) (2002),Action|Comedy|Sci-Fi,608
5464,Road to Perdition (2002),Crime|Drama,4147
5481,Austin Powers in Goldmember (2002),Comedy,818
5500,Top Secret! (1984),Comedy,8764
5668,White Oleander (2002),Drama,10994
5669,Bowling for Columbine (2002),Documentary,1430
5816,Harry Potter and the Chamber of Secrets (2002),Adventure|Fantasy,672
5873,The Emperor's Club (2002),Drama,17187
5902,Adaptation (2002),Comedy|Drama|Romance,2757
5944,Star Trek: Nemesis (2002),Action|Drama|Sci-Fi|Thriller,201
5945,About Schmidt (2002),Comedy|Drama,2755
5952,"Lord of the Rings: The Two Towers, The (2002)",Adventure|Fantasy,121
5954,25th Hour (2002),Crime|Drama,1429
5956,Gangs of New York (2002),Crime|Drama,3131
5970,My Girl (1991),Comedy|Drama|Romance,4032
5989,Catch Me If You Can (2002),Crime|Drama,640
5991,Chicago (2002),Comedy|Crime|Drama|Musical,1574
5992,"Hours, The (2002)",Drama|Romance,590
5995,"Pianist, The (2002)",Drama|War,423
6218,Bend It Like Beckham (2002),Comedy|Drama|Romance,455
6281,Phone Booth (2002),Drama|Thriller,1817
6297,Holes (2003),Adventure|Children|Comedy|Mystery,8326
6333,X2: X-Men United (2003),Action|Adventure|Sci-Fi|Thriller,36658
6365,"Matrix Reloaded, The (2003)",Action|Adventure|Sci-Fi|Thriller|IMAX,604
6373,Bruce Almighty (2003),Comedy|Drama|Fantasy|Romance,310
6377,Finding Nemo (2003),Adventure|Animation|Children|Comedy,12
6537,Terminator 3: Rise of the Machines (2003),Action|Adventure|Sci-Fi,296
6539,Pirates of the Caribbean: The Curse of the Black Pearl (2003),Action|Adventure|Comedy|Fantasy,22
6565,Seabiscuit (2003),Drama,4464
6711,Lost in Translation (2003),Comedy|Drama|Romance,153
6793,Beethoven (1992),Children|Comedy|Drama,11806
6807,Monty Python's The Meaning of Life (1983),Comedy,4543
6812,"Rookie, The (1990)",Action|Comedy|Thriller,6723
6863,School of Rock (2003),Comedy|Musical,1584
6870,Mystic River (2003),Crime|Drama|Mystery,322
6874,Kill Bill: Vol. 1 (2003),Action|Crime|Thriller,24
6889,Brother Bear (2003),Adventure|Animation|Children,10009
6934,"Matrix Revolutions, The (2003)",Action|Adventure|Sci-Fi|Thriller|IMAX,605
6936,Elf (2003),Children|Comedy|Fantasy,10719
6942,Love Actually (2003),Comedy|Drama|Romance,508
6952,Gothika (2003),Horror|Thriller,4970
6979,WarGames (1983),Drama|Sci-Fi|Thriller,860
7005,King Ralph (1991),Comedy,10804
7007,"Last Boy Scout, The (1991)",Action|Comedy|Crime|Drama|Thriller,9319
7016,Over the Top (1987),Action|Drama,1825
7017,Passenger 57 (1992),Action|Thriller,10538
7022,Battle Royale (Batoru rowaiaru) (2000),Action|Drama|Horror|Thriller,3176
7143,"Last Samurai, The (2003)",Action|Adventure|Drama|War,616
7147,Big Fish (2003),Drama|Fantasy|Romance,587
7153,"Lord of the Rings: The Return of the King, The (2003)",Action|Adventure|Drama|Fantasy,122
7173,Along Came Polly (2004),Comedy|Romance,5966
7323,"Good bye, Lenin! (2003)",Comedy|Drama,338
7361,Eternal Sunshine of the Spotless Mind (2004),Drama|Romance|Sci-Fi,38
7386,"Ten Commandments, The (1956)",Adventure|Drama,6844
7389,One Million Years B.C. (1966),Adventure|Fantasy,3591
7438,Kill Bill: Vol. 2 (2004),Action|Drama|Thriller,393
7458,Troy (2004),Action|Adventure|Drama|War,652
7981,Infernal Affairs (Mou gaan dou) (2002),Crime|Drama|Thriller,10775
8131,Pursuit of Happiness (2001),Comedy|Romance,210937
8360,Shrek 2 (2004),Adventure|Animation|Children|Comedy|Musical|Romance,809
8368,Harry Potter and the Prisoner of Azkaban (2004),Adventure|Fantasy|IMAX,673
8529,"Terminal, The (2004)",Comedy|Drama|Romance,594
8530,Dear Frankie (2004),Drama|Romance,8981
8623,Roxanne (1987),Comedy|Romance,11584
8636,Spider-Man 2 (2004),Action|Adventure|Sci-Fi|IMAX,558
8644,"I, Robot (2004)",Action|Adventure|Sci-Fi|Thriller,2048
8665,"Bourne Supremacy, The (2004)",Action|Crime|Thriller,2502
8865,Sky Captain and the World of Tomorrow (2004),Action|Adventure|Sci-Fi,5137
8874,Shaun of the Dead (2004),Comedy|Horror,747
8917,Team America: World Police (2004),Action|Adventure|Animation|Comedy,3989
8949,Sideways (2004),Comedy|Drama|Romance,9675
8957,Saw (2004),Horror|Mystery|Thriller,176
8961,"Incredibles, The (2004)",Action|Adventure|Animation|Children|Comedy,9806
8972,National Treasure (2004),Action|Adventure|Drama|Mystery|Thriller,2059
8984,Ocean's Twelve (2004),Action|Comedy|Crime|Thriller,163
8985,Blade: Trinity (2004),Action|Fantasy|Horror|Thriller,36648
26025,"Spirit of St. Louis, The (1957)",Adventure|Drama,18776
26479,"Pirates of Penzance, The (1983)",Adventure|Comedy|Musical|Romance,15716
26562,White Nights (1985),Drama,16082
27803,"Sea Inside, The (Mar adentro) (2004)",Drama,1913
30707,Million Dollar Baby (2004),Drama,70
30749,Hotel Rwanda (2004),Drama|War,205
30793,Charlie and the Chocolate Factory (2005),Adventure|Children|Comedy|Fantasy|IMAX,118
30810,"Life Aquatic with Steve Zissou, The (2004)",Adventure|Comedy|Fantasy,421
30812,"Aviator, The (2004)",Drama,2567
31374,Hobson's Choice (1954),Comedy|Drama|Romance,16410
31658,Howl's Moving Castle (Hauru no ugoku shiro) (2004),Adventure|Animation|Fantasy|Romance,4935
31685,Hitch (2005),Comedy|Romance,8488
32025,Walk on Water (2004),Drama|Thriller,26
32587,Sin City (2005),Action|Crime|Film-Noir|Mystery|Thriller,187
33004,"Hitchhiker's Guide to the Galaxy, The (2005)",Adventure|Comedy|Sci-Fi,7453
33493,Star Wars: Episode III - Revenge of the Sith (2005),Action|Adventure|Sci-Fi,1895
33672,Lords of Dogtown (2005),Action|Comedy|Drama,9787
33679,Mr. & Mrs. Smith (2005),Action|Adventure|Comedy|Romance,787
33794,Batman Begins (2005),Action|Crime|IMAX,272
34150,Fantastic Four (2005),Action|Adventure|Sci-Fi,9738
34405,Serenity (2005),Action|Adventure|Sci-Fi,16320
35836,"40-Year-Old Virgin, The (2005)",Comedy|Romance,6957
37733,"History of Violence, A (2005)",Action|Crime|Drama|Thriller,59
37741,Capote (2005),Crime|Drama,398
38061,Kiss Kiss Bang Bang (2005),Comedy|Crime|Mystery|Thriller,5236
38886,"Squid and the Whale, The (2005)",Comedy|Drama,10707
40815,Harry Potter and the Goblet of Fire (2005),Adventure|Fantasy|Thriller|IMAX,674
41566,"Chronicles of Narnia: The Lion, the Witch and the Wardrobe, The (2005)",Adventure|Children|Fantasy,411
41569,King Kong (2005),Action|Adventure|Drama|Fantasy|Thriller,254
44191,V for Vendetta (2006),Action|Sci-Fi|Thriller|IMAX,752
44555,"Lives of Others, The (Das leben der Anderen) (2006)",Drama|Romance|Thriller,582
45431,Over the Hedge (2006),Adventure|Animation|Children|Comedy,7518
45517,Cars (2006),Animation|Children|Comedy,920
45668,"Lake House, The (2006)",Drama|Fantasy|Romance,2044
45672,Click (2006),Adventure|Comedy|Drama|Fantasy|Romance,9339
45722,Pirates of the Caribbean: Dead Man's Chest (2006),Action|Adventure|Fantasy,58
46578,Little Miss Sunshine (2006),Adventure|Comedy|Drama,773
46976,Stranger than Fiction (2006),Comedy|Drama|Fantasy|Romance,1262
47610,"Illusionist, The (2006)",Drama|Fantasy|Mystery|Romance,1491
48045,Fear City: A Family-Style Comedy (La cité de la peur) (1994),Comedy,15097
48385,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan (2006),Comedy,496
48516,"Departed, The (2006)",Crime|Drama|Thriller,1422
48696,Little Children (2006),Drama|Romance,1440
48738,"Last King of Scotland, The (2006)",Drama|Thriller,1523
48780,"Prestige, The (2006)",Drama|Mystery|Sci-Fi|Thriller,1124
49272,Casino Royale (2006),Action|Adventure|Thriller,36557
49530,Blood Diamond (2006),Action|Adventure|Crime|Drama|Thriller|War,1372
50872,Ratatouille (2007),Animation|Children|Drama,2062
51255,Hot Fuzz (2007),Action|Comedy|Crime|Mystery,4638
51662,300 (2007),Action|Fantasy|War|IMAX,1271
51834,Becoming Jane (2007),Drama|Romance,2977
52722,Spider-Man 3 (2007),Action|Adventure|Sci-Fi|Thriller|IMAX,559
52967,Away from Her (2006),Drama,1919
52973,Knocked Up (2007),Comedy|Drama|Romance,4964
52975,Hairspray (2007),Comedy|Drama|Musical,2976
53125,Pirates of the Caribbean: At World's End (2007),Action|Adventure|Comedy|Fantasy,285
53322,Ocean's Thirteen (2007),Crime|Thriller,298
53956,Death at a Funeral (2007),Comedy,2196
54001,Harry Potter and the Order of the Phoenix (2007),Adventure|Drama|Fantasy|IMAX,675
54094,Driving Lessons (2006),Comedy|Drama,11404
54259,Stardust (2007),Adventure|Comedy|Fantasy|Romance,2270
54272,"Simpsons Movie, The (2007)",Animation|Comedy,35
54286,"Bourne Ultimatum, The (2007)",Action|Crime|Thriller,2503
55247,Into the Wild (2007),Action|Adventure|Drama,5915
55276,Michael Clayton (2007),Drama|Thriller,4566
55805,Before the Devil Knows You're Dead (2007),Crime|Drama|Thriller,7972
55820,No Country for Old Men (2007),Crime|Drama,6977
56171,"Golden Compass, The (2007)",Adventure|Children|Fantasy,2268
56367,Juno (2007),Comedy|Drama|Romance,7326
56757,Sweeney Todd: The Demon Barber of Fleet Street (2007),Drama|Horror|Musical|Thriller,13885
57669,In Bruges (2008),Comedy|Crime|Drama|Thriller,8321
58559,"Dark Knight, The (2008)",Action|Crime|Drama|IMAX,155
59018,"Visitor, The (2007)",Drama|Romance,12473
59315,Iron Man (2008),Action|Adventure|Sci-Fi,1726
59369,Taken (2008),Action|Crime|Drama|Thriller,8681
59615,Indiana Jones and the Kingdom of the Crystal Skull (2008),Action|Adventure|Comedy|Sci-Fi,217
59725,Sex and the City (2008),Comedy|Romance,4564
60069,WALL·E (2008),Adventure|Animation|Children|Romance|Sci-Fi,10681
60684,Watchmen (2009),Action|Drama|Mystery|Sci-Fi|Thriller|IMAX,13183
61236,Waltz with Bashir (Vals im Bashir) (2008),Animation|Documentary|Drama|War,8885
61240,Let the Right One In (Låt den rätte komma in) (2008),Drama|Fantasy|Horror|Romance,13310
61323,Burn After Reading (2008),Comedy|Crime|Drama,4944
62511,"Synecdoche, New York (2008)",Comedy|Drama,4960
63082,Slumdog Millionaire (2008),Crime|Drama|Romance,12405
63876,Milk (2008),Drama,10139
63992,Twilight (2008),Drama|Fantasy|Romance|Thriller,8966
64575,Doubt (2008),Drama|Mystery,14359
64614,Gran Torino (2008),Crime|Drama,13223
64839,"Wrestler, The (2008)",Drama,12163
65261,Ponyo (Gake no ue no Ponyo) (2008),Adventure|Animation|Children|Fantasy,12429
66097,Coraline (2009),Animation|Fantasy|Thriller,14836
66371,Departures (Okuribito) (2008),Drama,16804
66665,Away We Go (2009),Comedy|Drama|Romance,19255
67267,Sunshine Cleaning (2008),Comedy|Drama,13090
68157,Inglourious Basterds (2009),Action|Drama|War,16869
68358,Star Trek (2009),Action|Adventure|Sci-Fi|IMAX,13475
68791,Terminator Salvation (2009),Action|Adventure|Sci-Fi|Thriller,534
68954,Up (2009),Adventure|Animation|Children|Drama,14160
69122,"Hangover, The (2009)",Comedy|Crime,18785
69134,Antichrist (2009),Drama|Fantasy,17609
69844,Harry Potter and the Half-Blood Prince (2009),Adventure|Fantasy|Mystery|Romance|IMAX,767
70286,District 9 (2009),Mystery|Sci-Fi|Thriller,17654
70342,Séraphine (2008),Drama|War,14415
70862,It Might Get Loud (2008),Documentary,22492
71464,"Serious Man, A (2009)",Comedy|Drama,12573
71520,"Invention of Lying, The (2009)",Comedy,23082
72226,Fantastic Mr. Fox (2009),Adventure|Animation|Children|Comedy|Crime,10315
72378,2012 (2009),Action|Drama|Sci-Fi|Thriller,14161
72395,Precious (2009),Drama,25793
72998,Avatar (2009),Action|Adventure|Sci-Fi|IMAX,19995
73017,Sherlock Holmes (2009),Action|Crime|Mystery|Thriller,10528
74458,Shutter Island (2010),Drama|Mystery|Thriller,11324
74789,Alice in Wonderland (2010),Adventure|Fantasy|IMAX,12155
76093,How to Train Your Dragon (2010),Adventure|Animation|Children|Fantasy|IMAX,10191
78499,Toy Story 3 (2010),Adventure|Animation|Children|Comedy|Fantasy|IMAX,10193
